sl_pct,tp_pct,time_stop_min,trades,win_rate,winners,losers,net_pnl,avg_win,avg_loss,profit_factor,max_dd,return_over_dd
0.25,0.4,90,98,38.775510204081634,38,60,-23118.659062499923,1717.682664473685,-1473.1766718749993,0.7384488963672018,34104.78562499995,-0.677871408332594
0.25,0.4,120,98,38.775510204081634,38,60,-18912.770624999946,2170.8300000000004,-1690.0718437499995,0.8134914530907797,32873.303437499955,-0.5753230934322638
0.25,0.5,30,98,35.714285714285715,35,63,-30354.530624999927,1264.0660714285725,-1184.0768749999993,0.5930855870919948,31810.364999999943,-0.9542339619491943
0.25,0.5,45,98,34.69387755102041,34,64,-26726.71406249992,1456.407077205883,-1191.3211669921866,0.6494606838213762,29155.42031249994,-0.9166979510510178
0.25,0.5,60,98,36.734693877551024,36,62,-32081.728124999907,1450.674010416668,-1359.7740725806448,0.6194608808501965,35596.828124999935,-0.9012524377830353
0.25,0.5,90,98,38.775510204081634,38,60,-22383.972187499916,1737.0165296052644,-1473.1766718749993,0.7467607176740214,35381.34562499994,-0.6326489790621114
0.25,0.5,120,98,38.775510204081634,38,60,-14612.876249999928,2283.9851151315797,-1690.0718437499995,0.8558949204433789,28711.924687499944,-0.5089479862129134
0.25,0.6,30,98,35.714285714285715,35,63,-28612.558124999923,1313.8367142857153,-1184.0768749999993,0.6164374130812129,30589.580624999948,-0.9353694146959222
0.25,0.6,45,98,34.69387755102041,34,64,-23725.542187499916,1544.676838235295,-1191.3211669921866,0.6888231259957817,27412.339687499938,-0.8655059166043675
0.25,0.6,60,98,36.734693877551024,36,62,-29590.29374999991,1519.8805208333347,-1359.7740725806448,0.6490131617868097,34363.484999999935,-0.8610969972923284
0.25,0.6,90,98,38.775510204081634,38,60,-19325.916562499908,1817.49167763158,-1473.1766718749993,0.7813577858485604,32469.193124999943,-0.5952077862883431
0.25,0.6,120,98,37.755102040816325,37,61,-12035.008124999917,2429.0360472972984,-1670.6449487704913,0.8819047606080919,26784.145312499983,-0.4493332896974412
0.3,0.2,30,98,41.83673469387755,41,57,-29507.18437499993,956.2149695121958,-1205.4736513157886,0.5705672199879729,29514.129374999953,-0.9997646889761924
0.3,0.2,45,98,42.857142857142854,42,56,-27670.060874999937,1033.1571428571433,-1268.9760870535706,0.610624475156202,29795.30962499995,-0.9286717011251727
0.3,0.2,60,98,44.89795918367347,44,54,-31713.239624999936,1015.1725568181824,-1414.4598541666664,0.5848010719089823,34130.725874999946,-0.92916979677333
0.3,0.2,90,98,48.97959183673469,48,50,-23845.552124999944,1106.5875000000003,-1539.235042499999,0.690163601183736,31893.978374999962,-0.74765060177288
0.3,0.2,120,98,52.04081632653062,51,47,-21146.528999999966,1220.606397058824,-1774.4139414893614,0.746436759531701,28469.50274999997,-0.7427783051110715
0.3,0.25,30,98,38.775510204081634,38,60,-30611.43093749993,1045.662705592106,-1172.4435624999992,0.5648485505459039,30564.75749999995,-1.001527034444817
0.3,0.25,45,98,38.775510204081634,38,60,-29076.456187499927,1151.4225740131585,-1213.8418999999994,0.6007654677886806,30469.913999999946,-0.9542677471127742
0.3,0.25,60,98,41.83673469387755,41,57,-29341.852124999925,1187.651112804879,-1369.0446973684204,0.6239937698777805,31249.17243749994,-0.9389641336481866
0.3,0.25,90,98,46.93877551020408,46,52,-20474.08181249993,1269.6084578804357,-1516.8475168269224,0.7404272096039555,29912.267437499948,-0.684471073792029
0.3,0.25,120,98,48.97959183673469,48,50,-14275.045874999942,1517.636132812501,-1742.4316049999998,0.8361479918748381,26675.618999999962,-0.5351345689485204
